"id","product","c_q_scl_powder_overall_liking","c_q_scl_powder_appearance_liking","c_q_scl_powder_aroma_liking","c_q_cata_powder_easy_to_prepare","c_q_cata_powder_dissolve_quickly","c_q_cata_powder_lumps","c_q_cata_powder_foamy","c_q_cata_powder_mild","c_q_cata_powder_milky","c_q_cata_powder_sweet","c_q_cata_powder_off_notes","c_q_cata_powder_nondairy_notes","c_q_cata_powder_natural_color","c_q_cata_powder_easy_scoop","c_q_scl_milk_preparation_liking","c_q_scl_milk_pretaste_appearance_liking","c_q_scl_milk_pretaste_overall_liking","c_q_scl_milk_posttaste_aroma_liking","c_q_scl_milk_posttaste_taste_liking","c_q_cata_milk_easy_prepare","c_q_cata_milk_easy_dissolve","c_q_cata_milk_lumps","c_q_cata_milk_low_foam","c_q_cata_milk_milk","c_q_cata_milk_milky","c_q_cata_milk_sweet","c_q_cata_milk_dairy_off_notes","c_q_cata_milk_smooth","c_q_cata_milk_natural_color","c_q_cata_milk_residue_bottle","c_q_scl_empty_bottle_appearance_liking","c_q_scl_empty_bottle_aroma_liking","t_q_scl_empty_bottle_overall_liking","c_s_organic","c_s_gender","c_s_age_group","c_s_brand_use","c_s_parent_type","c_s_child_age","c_s_child_gender","c_s_relationship","c_s_responsible_primary_care","c_s_responsible_purchase_product_child","c_s_breastfed","c_s_breastmilk_in_bottle","c_s_breastfed_duration","c_s_format","c_s_working_status","c_s_social","c_s_country"
2008,"Profutura EU",9,8,2,1,1,2,2,2,1,2,2,1,1,1,8,9,9,9,8,2,1,2,1,1,2,2,2,2,2,1,7,7,8,1,2,1,2,1,9,1,1,2,1,1,2,2,1,4,2,1
2009,"Profutura EU",4,4,3,1,2,1,1,1,1,1,2,1,1,1,5,6,5,2,4,1,1,1,2,1,1,1,2,1,1,2,7,3,4,2,1,2,2,1,4,2,2,3,3,2,2,0,1,1,2,1
2010,"Profutura EU",10,10,8,1,1,2,2,1,1,1,2,1,1,1,10,10,10,7,10,1,1,2,1,1,1,2,2,1,1,2,10,10,10,1,2,2,2,2,9,2,1,2,2,2,2,0,1,4,2,1
2011,"Profutura EU",5,5,5,2,2,1,1,2,2,1,2,2,2,2,6,4,5,4,2,1,1,1,2,2,2,2,1,1,2,2,3,3,3,1,1,3,2,1,4,2,2,3,3,2,2,0,2,1,1,1
2014,"Profutura EU",3,4,4,1,1,2,1,2,2,1,1,2,2,2,2,3,4,6,5,1,1,1,2,1,1,1,2,1,1,2,5,5,6,1,2,2,2,1,4,2,1,1,1,2,2,0,1,4,2,1
2015,"Profutura EU",3,3,5,1,1,2,1,1,1,1,2,2,1,1,3,5,6,5,5,1,1,1,2,1,1,1,2,1,1,1,5,6,6,1,2,4,1,2,6,2,1,1,1,1,1,2,1,3,2,1
2016,"Profutura EU",7,6,7,2,2,1,2,2,2,2,1,2,1,1,6,6,6,1,4,1,1,1,1,2,1,1,2,1,1,2,6,2,5,1,2,2,2,1,4,2,1,3,3,2,2,0,2,3,1,1
2018,"Profutura EU",10,9,8,1,1,2,2,1,1,1,2,2,1,1,9,9,7,7,9,1,1,1,1,1,1,1,1,1,1,2,9,9,9,1,2,4,2,2,11,2,1,1,1,2,2,0,1,2,1,1
2019,"Profutura EU",6,6,2,1,1,2,2,1,1,1,2,2,1,1,7,7,8,5,5,1,1,1,1,1,1,1,2,1,2,1,5,5,7,1,2,4,2,1,10,2,1,1,1,2,2,0,1,4,2,1
2020,"Profutura EU",3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,4,1,2,2,1,1,9,1,1,1,1,2,2,0,1,4,2,1
2021,"Profutura EU",4,5,4,1,1,2,1,2,1,1,2,2,2,1,9,7,6,5,5,1,1,1,2,1,1,1,2,1,2,2,9,6,8,1,1,4,2,1,9,1,2,3,3,2,2,0,1,1,2,1
2022,"Profutura EU",10,10,10,1,1,2,1,2,1,1,1,1,1,1,10,10,10,10,3,1,1,2,1,1,1,1,1,1,1,1,10,7,7,2,2,1,2,1,4,2,1,1,1,0,2,0,1,3,2,1
2023,"Profutura EU",5,5,6,1,1,2,2,1,1,1,1,1,1,1,4,3,4,4,7,1,1,1,2,2,1,1,1,1,1,2,4,4,6,1,1,1,2,1,2,2,2,3,3,0,2,0,1,4,2,1
2024,"Profutura EU",5,4,3,2,2,1,1,2,1,1,1,2,1,2,7,7,7,6,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,1,2,4,1,2,10,2,1,3,3,2,2,0,1,2,2,1
2025,"Profutura EU",5,6,2,1,1,2,2,1,2,2,1,2,1,1,5,6,5,5,8,1,1,1,1,2,1,1,1,1,1,1,8,5,6,2,1,1,2,1,5,1,2,3,3,2,2,0,1,1,2,1
2026,"Profutura EU",6,5,6,1,2,1,1,1,2,2,2,1,2,1,3,4,2,1,4,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,6,2,1,2,2,2,2,0,1,2,2,1
2027,"Profutura EU",2,3,3,1,2,1,2,1,2,1,1,1,2,1,4,4,3,3,3,1,1,2,2,2,1,2,1,1,1,1,4,4,4,2,2,2,1,2,3,2,1,1,1,2,2,0,1,3,2,1
2028,"Profutura EU",6,6,6,1,2,1,1,1,1,1,1,1,1,1,6,7,7,7,7,2,1,2,1,1,1,1,1,1,1,1,7,7,7,1,2,2,1,2,12,2,1,1,1,2,2,0,1,2,1,1
2030,"Profutura EU",8,4,6,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,6,1,2,2,2,1,1,1,1,1,1,2,8,4,7,1,2,2,1,2,10,1,1,3,3,2,2,0,1,3,1,1
2031,"Profutura EU",10,10,10,1,1,2,1,1,1,1,2,2,1,1,10,10,10,10,10,1,1,2,1,1,1,2,2,1,1,1,10,10,10,1,1,4,1,2,10,1,2,3,3,2,2,0,1,3,1,1
2032,"Profutura EU",7,6,7,1,1,1,1,1,1,1,1,2,2,1,9,10,7,8,4,2,1,1,2,2,2,2,1,1,1,2,4,3,4,2,1,1,2,1,2,2,2,3,3,2,2,0,1,1,2,1
2033,"Profutura EU",10,10,10,1,1,2,2,1,2,2,2,1,1,1,10,7,7,1,3,1,1,1,2,1,2,2,2,1,1,2,5,3,6,1,2,3,1,1,11,1,1,2,2,2,2,0,2,4,2,1
2034,"Profutura EU",4,5,5,1,2,2,1,2,1,1,2,2,1,1,5,5,5,5,5,1,2,1,2,1,1,1,2,2,1,1,5,4,5,1,1,3,1,2,11,2,2,3,3,2,2,0,1,1,2,1
2035,"Profutura EU",5,5,5,1,1,2,1,1,1,1,2,1,1,1,5,7,6,7,9,1,1,1,1,1,1,2,2,1,1,2,8,9,10,1,1,1,2,1,11,2,2,3,3,2,2,0,1,1,2,1
2036,"Profutura EU",6,7,8,1,1,2,1,2,1,1,2,2,1,1,7,8,8,6,5,1,1,1,2,1,1,1,2,1,1,1,7,5,7,1,2,1,2,1,3,2,1,3,3,2,2,0,1,2,1,1
2037,"Profutura EU",6,7,1,1,1,2,1,2,2,2,2,2,1,1,6,6,7,4,4,1,1,1,2,2,2,1,2,1,1,2,6,3,7,1,2,2,1,1,7,2,1,1,1,1,2,2,1,3,1,1
2038,"Profutura EU",6,6,6,1,1,2,2,1,2,2,1,2,1,1,10,7,6,1,6,1,1,1,1,1,1,2,2,2,1,1,5,5,5,1,2,1,1,1,5,2,1,1,1,2,2,0,1,4,1,1
2039,"Profutura EU",10,7,6,2,1,1,1,2,2,1,1,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,1,1,2,1,1,5,1,2,3,3,2,2,0,2,1,1,1
2040,"Profutura EU",6,4,5,1,1,2,1,2,2,2,2,2,2,1,6,6,6,6,9,1,1,1,1,1,1,1,1,1,1,1,5,6,8,1,2,4,1,2,10,2,1,1,1,2,2,0,1,3,1,1
2041,"Profutura EU",5,5,5,2,2,1,2,2,1,2,2,2,1,2,4,5,5,6,3,2,2,2,1,2,1,2,2,2,2,1,4,4,5,1,2,4,1,2,7,1,1,1,1,2,2,0,2,1,1,1
2042,"Profutura EU",4,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,3,2,2,6,2,1,3,3,2,2,0,1,4,2,1
2043,"Profutura EU",4,5,3,2,2,1,1,1,1,2,1,2,1,2,7,4,9,5,2,1,1,1,2,1,1,2,1,1,1,1,8,6,5,1,2,3,1,2,3,1,1,1,1,2,2,0,2,1,1,1
2044,"Profutura EU",1,1,1,1,1,2,1,2,1,2,1,2,1,1,5,4,1,3,5,1,1,1,2,1,2,1,1,2,2,2,3,3,3,1,1,3,1,2,5,2,2,3,1,2,2,0,2,2,2,1
2045,"Profutura EU",4,4,1,1,1,2,1,2,2,2,1,1,2,1,5,3,4,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,5,2,1,3,1,0,2,0,2,2,2,1
2046,"Profutura EU",3,5,5,2,2,1,1,2,2,2,1,2,1,2,5,5,5,6,7,1,2,2,2,1,1,1,2,2,1,2,7,6,7,1,2,2,1,2,12,1,1,1,1,2,2,0,2,4,2,1
2047,"Profutura EU",8,8,8,1,1,2,2,1,2,2,2,1,1,1,9,6,5,5,6,1,1,2,1,1,1,1,2,1,1,1,6,7,8,1,2,2,1,2,11,1,1,1,1,0,2,0,2,4,1,1
2048,"Profutura EU",9,10,10,1,1,2,1,1,1,1,2,2,1,1,10,10,10,7,8,1,1,1,2,1,1,1,2,1,1,1,10,10,10,1,2,2,1,2,8,2,1,1,1,2,2,0,2,2,2,1
2049,"Profutura EU",5,5,2,1,1,2,2,1,1,2,1,2,2,1,6,4,4,6,3,1,1,1,2,2,2,2,2,1,1,1,7,5,6,1,1,3,1,2,10,1,2,3,3,2,2,0,2,1,1,1
2050,"Profutura EU",8,7,7,1,1,2,1,1,1,1,1,1,1,1,7,7,7,7,7,1,1,2,1,1,1,1,1,1,1,1,7,7,7,2,2,4,2,2,5,1,1,1,1,2,2,0,2,3,1,1
2051,"Profutura EU",4,3,2,2,2,2,2,2,1,2,2,2,1,1,4,5,4,5,7,1,1,1,1,1,1,1,1,1,1,2,7,6,7,1,1,4,1,2,6,1,1,1,1,2,2,0,1,2,1,1
2052,"Profutura EU",6,7,8,1,1,2,1,1,1,1,1,1,1,1,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,2,1,2,2,1,5,2,2,3,3,1,0,3,1,1,1,1
2053,"Profutura EU",6,6,6,1,1,2,1,1,1,1,1,1,1,1,7,6,6,6,7,1,1,1,1,1,1,1,1,1,1,1,7,6,6,2,2,2,2,1,5,1,1,3,3,0,2,0,1,2,1,1
2054,"Profutura EU",1,1,1,1,2,1,1,2,1,2,2,2,2,1,5,6,7,5,6,1,1,2,2,1,1,1,2,1,1,2,5,2,4,1,2,2,1,2,12,1,1,1,1,2,2,0,1,4,2,1
2055,"Profutura EU",10,9,8,1,1,1,1,1,1,1,1,1,1,1,9,10,8,7,8,1,1,2,2,1,1,1,1,1,1,1,7,8,8,1,1,4,2,2,10,1,2,3,2,2,2,0,1,1,2,1
2056,"Profutura EU",8,8,8,1,1,2,2,1,1,1,1,1,1,1,8,7,6,7,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,2,2,2,2,1,3,2,1,2,2,2,2,0,2,3,2,1
2057,"Profutura EU",8,8,3,1,1,2,1,1,1,1,1,1,1,1,7,8,5,3,5,1,1,1,2,1,1,1,1,1,1,1,6,3,5,1,1,3,2,2,7,2,2,3,3,1,1,2,1,1,1,1
2058,"Profutura EU",8,9,9,1,1,2,2,1,2,2,2,2,1,1,7,6,6,7,6,1,1,2,2,1,1,1,2,1,1,2,6,6,5,1,2,3,1,2,6,1,1,3,3,2,2,0,1,4,2,1
2059,"Profutura EU",3,3,3,1,2,1,1,1,1,1,2,2,2,1,8,7,7,6,3,1,1,2,2,2,1,2,2,1,1,1,6,6,5,1,2,3,2,1,6,1,1,1,1,2,2,0,1,4,2,1
2060,"Profutura EU",8,9,8,1,1,2,1,1,1,2,2,2,1,1,8,4,6,3,6,1,1,1,1,1,1,1,2,1,2,1,6,4,7,1,2,1,1,1,4,2,1,1,1,2,2,0,1,2,2,1
2061,"Profutura EU",4,5,5,1,2,1,1,2,1,1,1,2,2,2,5,9,8,7,6,2,1,1,1,1,1,1,2,1,1,2,6,6,6,2,2,1,2,1,7,2,1,1,1,2,2,0,1,3,1,1
2062,"Profutura EU",8,8,8,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,1,2,2,1,1,1,1,1,1,1,1,7,7,8,2,2,2,2,1,9,1,1,1,1,0,1,2,2,4,2,1
2063,"Profutura EU",10,10,10,1,1,2,1,1,1,1,2,1,1,1,10,10,10,10,10,1,1,2,1,1,1,2,2,1,1,1,10,10,10,2,2,4,2,1,3,2,1,1,1,2,2,0,2,3,2,1
2064,"Profutura EU",6,4,7,1,2,1,2,1,1,2,2,2,1,2,6,5,6,8,6,1,1,1,2,1,1,1,2,1,1,2,6,7,7,2,2,4,2,2,11,1,1,2,2,1,2,2,2,4,2,1
2065,"Profutura EU",10,10,10,1,1,1,1,1,1,1,1,2,1,1,10,10,10,9,9,1,1,1,1,1,1,1,2,1,1,1,10,10,10,1,2,1,1,2,11,2,1,3,3,2,2,0,1,2,2,1
2066,"Profutura EU",8,8,4,2,2,1,1,2,2,2,2,1,2,2,8,8,8,9,8,2,2,1,1,2,2,2,1,2,1,1,8,8,9,1,1,2,1,2,10,2,2,3,3,1,2,2,1,2,2,1
2067,"Profutura EU",8,8,8,1,1,2,1,2,1,1,2,2,1,1,8,8,8,8,9,1,1,1,1,1,1,1,2,1,1,1,8,8,9,1,2,3,2,2,12,2,1,3,3,2,2,0,1,2,1,1
2068,"Profutura EU",7,8,8,1,1,2,2,2,2,1,2,2,2,1,8,8,8,7,8,1,1,1,2,1,1,2,2,1,1,1,7,7,8,1,2,3,2,2,8,1,1,1,1,2,2,0,1,4,2,1
2069,"Profutura EU",5,5,3,1,1,1,1,2,1,1,2,1,1,1,6,7,6,5,4,1,1,1,2,2,2,2,1,1,1,1,7,4,5,1,2,2,1,1,5,1,1,1,1,2,2,0,2,3,2,1
2070,"Profutura EU",10,8,7,2,1,1,1,1,1,1,1,2,2,2,8,6,6,7,10,1,1,2,2,1,1,1,2,1,1,1,6,6,7,2,1,1,2,1,5,2,2,3,3,2,2,0,1,1,1,1
2071,"Profutura EU",7,4,1,1,1,2,2,1,1,1,2,1,1,1,5,6,5,6,5,1,1,1,1,1,1,1,2,1,1,2,5,4,4,1,2,1,1,2,11,2,1,1,1,0,0,0,2,4,2,1
2072,"Profutura EU",5,5,6,1,1,2,1,1,1,2,2,1,1,1,5,8,7,4,4,1,1,2,1,1,1,2,2,1,1,1,8,4,5,2,1,2,2,2,8,1,2,3,3,0,2,0,2,1,2,1
2073,"Profutura EU",10,6,10,1,1,1,1,1,1,1,1,1,1,1,10,6,6,10,6,1,1,1,1,1,1,1,1,1,1,1,10,8,10,1,1,2,2,1,4,2,2,3,3,1,1,2,2,1,2,1
2074,"Profutura EU",10,10,4,1,1,2,1,1,1,1,2,2,1,1,9,9,10,8,9,1,1,2,1,1,1,1,2,1,1,1,9,9,9,2,1,3,2,2,7,1,2,3,3,2,2,0,1,1,2,1
2075,"Profutura EU",2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,9,4,8,10,2,1,1,1,2,1,1,2,1,1,1,6,7,7,1,2,3,1,1,8,1,1,1,1,0,1,4,2,2,1,1
2076,"Profutura EU",8,8,9,1,2,1,1,1,1,1,2,2,1,1,8,8,8,8,8,1,1,1,2,1,1,1,2,1,1,2,8,8,8,1,1,3,2,2,12,2,2,3,3,2,2,0,1,1,1,1
2077,"Profutura EU",10,10,8,1,1,2,2,1,1,1,1,1,1,1,10,10,10,8,10,1,1,1,2,1,1,1,1,1,1,2,8,10,10,1,2,3,2,1,2,1,1,3,3,2,2,0,1,3,1,1
2078,"Profutura EU",9,9,6,1,1,2,2,1,1,1,2,2,1,1,9,8,7,7,8,1,1,1,2,1,1,1,2,1,1,2,5,6,8,2,1,4,2,1,2,1,2,3,3,2,2,0,1,1,1,1
2079,"Profutura EU",7,5,6,1,1,2,1,1,1,1,1,1,1,1,5,5,5,5,7,1,1,1,2,1,1,1,1,1,1,2,6,7,7,1,2,3,2,2,11,1,1,1,1,0,1,3,2,4,2,1
2080,"Profutura EU",7,9,7,1,1,2,2,1,1,2,1,1,1,2,8,8,7,7,7,1,1,1,1,1,1,1,1,1,1,1,8,8,6,1,2,4,2,1,6,2,1,1,1,2,2,0,2,3,1,1
2081,"Profutura EU",9,10,10,1,1,2,1,1,1,1,1,1,1,1,10,10,10,10,9,1,1,2,2,1,1,1,1,1,1,2,10,10,10,1,1,3,2,1,6,1,2,3,3,2,2,0,1,1,1,1
2082,"Profutura EU",4,3,1,2,2,1,2,1,2,2,2,1,2,1,10,10,8,8,1,1,1,1,1,1,2,1,1,1,1,1,8,8,9,1,2,4,2,1,5,2,1,1,1,2,2,0,2,4,2,1
2083,"Profutura EU",10,7,10,1,1,1,2,2,1,1,2,2,1,2,8,6,7,8,7,2,1,2,2,2,1,2,2,1,2,1,8,7,8,1,2,4,2,1,4,2,1,1,1,0,0,0,2,4,2,1
2084,"Profutura EU",8,8,8,1,1,2,1,1,1,1,2,2,1,1,8,7,8,6,7,1,1,1,1,1,1,1,2,1,1,1,7,7,8,1,2,4,1,1,1,1,1,1,1,2,2,0,1,3,1,1
2085,"Profutura EU",7,5,10,1,1,2,1,1,1,1,2,1,1,1,6,8,7,10,5,1,1,1,1,1,1,1,2,1,1,1,6,10,7,2,1,2,2,1,7,2,2,3,3,2,2,0,2,1,2,1
2086,"Profutura EU",4,4,2,2,2,1,1,2,2,2,1,1,2,2,8,8,4,1,1,1,1,2,2,2,1,1,1,1,1,2,6,1,6,2,1,3,2,1,3,2,2,3,3,0,1,1,2,1,1,1
2087,"Profutura EU",5,5,4,2,2,1,1,2,1,1,1,2,2,2,5,6,6,5,4,2,1,1,1,2,1,1,2,2,1,1,8,6,5,1,2,2,2,1,1,2,1,3,3,2,2,0,1,3,1,1
2088,"Profutura EU",6,6,6,1,2,1,1,1,1,1,1,2,1,2,8,8,8,8,4,1,1,1,2,1,1,2,1,1,1,2,8,8,8,1,2,2,1,1,12,1,1,1,1,2,2,0,1,2,1,1
2089,"Profutura EU",9,9,4,1,1,2,1,1,1,2,2,1,1,1,9,9,9,5,1,1,1,2,1,1,1,2,1,1,1,1,9,5,4,1,2,4,1,2,12,1,1,1,2,2,2,0,1,1,1,1
2090,"Profutura EU",6,5,4,2,2,1,2,2,2,1,2,2,2,2,6,6,6,7,3,1,1,1,2,2,2,1,2,1,2,2,5,6,5,1,2,3,2,2,1,1,1,2,2,2,2,0,1,3,1,1
2091,"Profutura EU",8,8,6,1,1,2,1,1,1,1,2,2,1,1,6,7,7,6,6,1,1,1,1,1,1,1,1,1,1,2,6,7,7,1,2,2,2,2,5,2,1,2,2,2,2,0,1,3,2,1
2092,"Profutura EU",7,6,4,1,1,2,2,2,1,1,2,2,1,1,4,7,6,3,3,1,1,2,1,1,2,2,2,1,1,1,6,3,2,1,1,4,2,2,11,1,2,3,3,2,2,0,1,1,2,1
2093,"Profutura EU",8,8,10,2,2,1,2,1,1,2,2,2,1,1,7,4,6,4,7,1,1,1,2,1,1,1,1,1,1,2,4,7,6,2,2,2,2,1,5,1,1,1,1,0,1,2,1,3,1,1
2094,"Profutura EU",8,9,5,1,1,2,2,1,2,1,1,1,1,1,7,7,7,5,6,1,1,2,2,1,1,2,2,1,1,2,5,5,6,1,2,4,1,2,8,2,1,1,1,2,2,0,1,3,1,1
2095,"Profutura EU",8,7,7,1,1,2,2,2,1,1,1,2,1,1,8,7,8,9,7,1,1,2,1,1,1,1,2,1,1,2,9,7,8,2,1,1,2,1,4,2,2,3,3,0,2,0,1,1,1,1
2096,"Profutura EU",10,10,8,1,1,2,1,1,1,2,2,2,1,1,8,10,10,5,7,1,1,1,1,1,1,2,1,1,1,1,8,7,9,2,2,2,2,1,5,1,1,1,1,1,2,2,2,3,1,1
2097,"Profutura EU",7,6,6,2,1,1,2,1,2,1,2,2,1,1,8,7,7,3,7,1,1,2,2,1,1,1,2,1,1,1,8,7,8,2,2,3,2,1,5,2,1,1,1,0,1,1,1,4,1,1
2098,"Profutura EU",6,5,6,1,1,2,2,1,1,2,2,2,1,1,8,8,9,8,9,1,1,1,1,1,1,1,2,1,1,1,9,9,9,1,2,3,2,1,3,2,1,2,2,1,1,1,1,4,1,1
2099,"Profutura EU",8,8,8,1,1,2,2,1,1,2,2,2,1,1,10,10,10,9,8,1,2,1,1,1,1,1,1,1,1,1,9,8,9,1,2,1,2,1,4,1,1,1,1,1,0,2,2,3,2,1
2100,"Profutura EU",5,5,6,2,2,1,1,1,1,1,1,2,2,2,6,5,5,7,7,1,1,1,1,1,1,1,2,1,1,1,6,6,6,1,2,4,2,2,9,2,1,1,1,2,2,0,1,3,1,1
2101,"Profutura EU",5,5,7,1,1,2,1,1,2,1,2,2,2,1,6,5,5,5,7,1,1,1,2,2,1,1,2,2,1,1,5,4,6,1,2,3,2,2,8,2,1,1,1,1,2,2,1,4,2,1
2103,"Profutura EU",5,5,4,2,1,2,2,1,1,1,2,2,2,1,5,5,6,7,7,2,1,2,1,2,1,1,1,1,1,1,6,7,7,1,2,3,1,2,8,2,1,1,1,2,2,0,1,2,1,1
2104,"Profutura EU",8,8,8,1,1,2,1,1,2,2,2,1,1,1,8,8,8,8,7,1,1,1,2,1,1,1,1,1,1,1,8,7,8,2,2,1,1,1,5,1,1,1,1,2,2,0,1,3,1,1
2106,"Profutura EU",8,8,8,1,1,2,2,1,1,2,2,2,1,1,8,7,7,7,8,1,1,1,1,1,1,1,2,1,1,2,9,8,8,1,2,1,2,1,9,1,1,1,1,2,2,0,1,3,2,1
2107,"Profutura EU",7,8,7,1,1,2,2,1,1,2,1,1,1,1,6,6,4,4,4,1,1,1,2,2,1,2,1,1,2,2,4,3,5,1,1,3,2,2,7,2,2,3,3,1,2,2,1,1,2,1
2108,"Profutura EU",7,8,5,1,2,2,1,1,1,1,1,1,1,1,10,10,10,10,7,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,2,2,2,2,8,2,1,1,1,1,1,2,1,1,1,1
2109,"Profutura EU",5,4,7,1,2,2,2,1,2,2,2,2,1,1,6,6,6,5,6,1,1,1,1,1,1,1,2,1,1,1,6,6,7,2,2,4,1,1,2,2,1,1,1,2,2,0,1,3,1,1
2110,"Profutura EU",6,6,5,2,1,1,2,1,1,1,1,2,2,1,6,6,6,6,5,1,1,2,2,2,1,1,2,1,1,2,6,6,6,2,1,2,2,1,12,1,2,3,3,2,2,0,1,1,2,1
2111,"Profutura EU",6,5,4,2,2,1,2,2,2,2,1,1,2,2,8,5,6,4,5,1,1,1,2,2,1,1,1,1,2,2,3,4,4,2,2,4,2,2,4,2,1,1,1,2,2,0,1,2,1,1
2112,"Profutura EU",8,10,10,1,1,2,1,1,1,1,2,2,1,1,10,10,10,10,6,1,1,2,2,2,1,1,2,1,1,1,10,10,10,2,2,1,1,1,3,1,1,1,1,2,2,0,1,3,2,1
2113,"Profutura EU",7,6,6,2,2,1,1,2,1,2,1,1,1,1,6,6,6,5,6,1,1,1,2,1,2,1,1,1,1,1,7,6,6,1,2,4,1,1,6,2,1,1,1,1,1,2,1,2,1,1
2114,"Profutura EU",4,4,1,1,2,2,1,2,1,1,1,1,1,1,7,3,5,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,4,1,2,1,1,1,9,1,1,2,2,1,1,2,1,3,1,1
2115,"Profutura EU",8,8,2,1,1,2,1,2,2,2,1,1,2,1,10,9,9,4,9,1,1,1,2,1,1,1,2,1,1,1,8,6,9,2,2,4,1,2,7,2,1,1,1,1,2,2,1,2,1,1
2116,"Profutura EU",4,4,4,2,2,1,1,1,1,1,2,2,2,2,4,4,4,3,7,1,1,1,2,2,1,1,2,1,1,2,5,5,5,1,2,2,1,2,5,1,1,1,1,1,2,2,1,3,1,1
2117,"Profutura EU",7,6,3,1,1,1,1,1,1,2,2,2,1,1,3,3,3,2,5,1,1,1,2,1,1,2,2,1,1,2,3,3,3,1,2,2,2,1,5,1,1,1,1,1,2,1,2,3,1,1
2118,"Profutura EU",7,7,5,1,1,2,2,1,1,1,1,1,1,1,6,6,7,5,5,1,1,1,1,1,1,1,1,1,1,1,7,5,7,1,2,4,1,2,9,1,1,1,1,0,1,1,1,3,1,1
2119,"Profutura EU",5,3,3,1,1,2,2,2,2,1,2,2,1,1,4,5,5,3,4,1,1,1,2,2,1,1,2,1,1,1,3,1,4,2,2,2,2,2,8,2,1,1,1,2,2,0,1,4,1,1
2120,"Profutura EU",6,6,4,1,1,1,1,1,1,2,1,2,1,1,5,9,9,10,8,1,1,1,1,1,1,1,2,1,1,2,7,8,7,1,2,2,2,1,7,2,1,1,1,2,2,0,1,4,2,1
2121,"Profutura EU",8,9,8,1,1,1,1,1,1,1,1,1,1,1,9,9,8,8,9,1,1,2,2,1,1,1,1,1,1,1,5,4,8,1,2,4,1,2,3,1,1,1,1,2,2,0,1,3,1,1
2122,"Profutura EU",10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,9,10,1,1,1,1,1,1,1,2,1,1,2,10,9,10,1,2,2,1,1,6,2,1,1,1,2,2,0,1,4,2,1
2123,"Profutura EU",4,2,2,1,2,1,1,2,2,2,1,1,2,1,6,7,8,6,10,1,1,2,1,1,1,1,2,1,2,2,9,6,9,1,2,4,1,1,9,2,1,1,2,2,2,0,1,1,1,1
2124,"Profutura EU",2,2,5,1,2,1,2,1,2,2,1,2,2,2,10,10,8,10,6,1,2,2,1,1,2,2,1,1,1,2,10,10,10,1,1,2,2,1,6,2,2,3,3,2,2,0,1,4,2,1
2125,"Profutura EU",6,7,6,1,1,2,1,1,1,2,1,1,1,1,6,5,5,5,7,1,1,2,2,1,1,1,1,1,1,1,8,7,8,1,1,4,2,2,8,2,2,3,3,1,1,3,1,1,1,1
2126,"Profutura EU",10,10,10,1,1,2,1,1,1,1,2,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,2,1,3,2,2,11,2,2,3,3,1,2,1,1,1,2,1
2127,"Profutura EU",4,3,5,2,1,2,2,1,1,2,2,2,2,2,3,4,5,7,5,2,1,2,2,1,1,1,1,1,2,2,3,6,6,2,2,3,2,2,6,1,1,1,1,1,2,1,1,3,1,1
2128,"Profutura EU",6,6,7,1,2,1,2,1,1,1,2,2,1,1,4,4,5,6,7,1,1,1,1,1,1,1,2,1,1,1,6,7,7,1,2,3,1,1,11,2,1,1,1,1,2,1,1,3,2,1
2129,"Profutura EU",6,7,9,1,1,2,2,2,1,1,1,2,1,1,6,4,6,8,7,1,1,1,2,2,1,1,1,1,1,2,4,7,7,1,2,2,1,1,7,1,1,1,1,1,1,2,1,4,2,1
2130,"Profutura EU",4,6,3,2,2,1,1,1,2,2,2,1,2,2,6,8,9,5,9,1,1,1,1,1,1,1,2,1,1,1,9,4,8,1,2,4,1,1,12,1,1,1,1,2,2,0,1,3,1,1
2131,"Profutura EU",7,7,6,1,1,2,1,1,1,1,1,1,1,1,8,8,8,8,9,1,1,1,1,1,1,2,1,1,1,1,7,8,9,2,2,3,1,1,7,2,1,1,1,2,2,0,1,3,1,1
2132,"Profutura EU",7,8,8,1,1,2,2,1,1,1,2,2,2,1,6,7,8,5,5,1,1,1,2,2,1,1,1,1,1,2,6,5,8,1,2,2,1,1,10,1,1,1,1,1,2,3,1,4,2,1
